Unnamed: 0,window,threshold,sharpe,calmar,mdd,trades,direction,long_or_short,resolution,model,endpoint
461.0,110.0,1.8,0.312,0.165,0.474,176.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
462.0,120.0,1.8,0.668,0.49,0.312,160.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
463.0,130.0,1.8,0.647,0.465,0.312,160.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
464.0,140.0,1.8,0.643,0.417,0.374,166.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
465.0,150.0,1.8,0.848,0.934,0.213,152.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
466.0,160.0,1.8,0.865,0.882,0.211,148.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
467.0,170.0,1.8,0.827,0.657,0.268,138.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
468.0,180.0,1.8,0.69,0.553,0.257,130.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
469.0,190.0,1.8,0.838,0.72,0.232,136.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
470.0,200.0,1.8,0.77,0.548,0.263,136.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
471.0,210.0,1.8,0.796,0.552,0.27,130.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
472.0,220.0,1.8,0.751,0.519,0.27,122.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
473.0,230.0,1.8,1.072,0.845,0.219,124.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
474.0,240.0,1.8,0.82,0.603,0.219,114.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
475.0,0.0,1.9,,,0.0,0.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
476.0,10.0,1.9,0.621,0.507,0.144,56.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
477.0,20.0,1.9,0.697,0.406,0.298,112.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
478.0,30.0,1.9,0.788,0.528,0.282,96.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
479.0,40.0,1.9,0.821,0.4,0.418,118.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
480.0,50.0,1.9,0.667,0.34,0.423,124.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
481.0,60.0,1.9,0.704,0.353,0.445,128.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
482.0,70.0,1.9,0.48,0.228,0.439,130.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
483.0,80.0,1.9,0.474,0.223,0.439,130.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
484.0,90.0,1.9,0.292,0.139,0.452,136.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
485.0,100.0,1.9,0.16,0.073,0.468,140.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
486.0,110.0,1.9,0.505,0.383,0.266,136.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
487.0,120.0,1.9,0.582,0.563,0.208,130.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
488.0,130.0,1.9,0.63,0.601,0.208,136.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
489.0,140.0,1.9,0.86,0.832,0.208,144.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
490.0,150.0,1.9,0.843,0.764,0.208,132.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
491.0,160.0,1.9,0.727,0.644,0.208,118.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
492.0,170.0,1.9,0.742,0.644,0.208,110.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
493.0,180.0,1.9,0.809,0.692,0.208,110.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
494.0,190.0,1.9,1.025,0.753,0.223,106.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
495.0,200.0,1.9,1.006,0.748,0.214,100.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
496.0,210.0,1.9,0.944,0.697,0.221,104.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
497.0,220.0,1.9,1.09,0.796,0.221,102.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
498.0,230.0,1.9,1.023,0.772,0.215,102.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
499.0,240.0,1.9,0.646,0.442,0.215,92.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
500.0,0.0,2.0,,,0.0,0.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
501.0,10.0,2.0,1.175,2.064,0.047,42.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
502.0,20.0,2.0,0.471,0.252,0.298,80.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
503.0,30.0,2.0,0.73,0.413,0.259,76.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
504.0,40.0,2.0,0.804,0.457,0.282,88.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
505.0,50.0,2.0,0.796,0.511,0.282,94.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
506.0,60.0,2.0,0.746,0.401,0.329,102.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
507.0,70.0,2.0,1.053,0.693,0.29,108.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
508.0,80.0,2.0,0.418,0.195,0.395,102.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
509.0,90.0,2.0,0.531,0.257,0.416,108.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
510.0,100.0,2.0,1.057,1.241,0.158,94.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
511.0,110.0,2.0,0.635,0.559,0.202,100.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
512.0,120.0,2.0,0.424,0.37,0.181,94.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
513.0,130.0,2.0,0.397,0.352,0.179,98.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
514.0,140.0,2.0,0.485,0.338,0.234,96.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
515.0,150.0,2.0,0.518,0.348,0.247,92.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
516.0,160.0,2.0,0.661,0.521,0.213,92.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
517.0,170.0,2.0,0.921,0.732,0.213,90.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
518.0,180.0,2.0,0.952,0.737,0.213,88.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
519.0,190.0,2.0,0.884,0.596,0.228,84.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
520.0,200.0,2.0,0.834,0.553,0.228,80.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
521.0,210.0,2.0,1.005,0.658,0.228,76.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
522.0,220.0,2.0,0.893,0.592,0.228,76.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
523.0,230.0,2.0,0.897,0.587,0.223,76.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
524.0,240.0,2.0,0.389,0.233,0.223,72.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
525.0,0.0,2.1,,,0.0,0.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
526.0,10.0,2.1,1.205,2.846,0.026,36.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
527.0,20.0,2.1,0.234,0.101,0.298,62.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
528.0,30.0,2.1,0.438,0.228,0.259,64.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
529.0,40.0,2.1,0.579,0.344,0.244,74.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
530.0,50.0,2.1,0.694,0.467,0.244,74.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
531.0,60.0,2.1,0.981,0.689,0.228,84.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
532.0,70.0,2.1,0.808,0.575,0.228,80.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
533.0,80.0,2.1,0.824,0.57,0.244,80.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
534.0,90.0,2.1,0.722,0.472,0.267,86.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
535.0,100.0,2.1,0.698,0.728,0.151,78.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
536.0,110.0,2.1,0.613,0.583,0.163,76.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
537.0,120.0,2.1,0.648,0.699,0.143,70.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
538.0,130.0,2.1,0.589,0.526,0.171,66.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
539.0,140.0,2.1,0.572,0.497,0.175,70.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
540.0,150.0,2.1,0.689,0.646,0.161,62.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
541.0,160.0,2.1,0.707,0.574,0.195,70.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
542.0,170.0,2.1,0.533,0.341,0.229,66.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
543.0,180.0,2.1,0.567,0.346,0.243,74.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
544.0,190.0,2.1,0.699,0.391,0.266,76.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
545.0,200.0,2.1,0.807,0.452,0.261,70.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
546.0,210.0,2.1,0.853,0.548,0.228,70.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
547.0,220.0,2.1,0.849,0.528,0.233,68.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
548.0,230.0,2.1,0.669,0.412,0.228,66.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
549.0,240.0,2.1,0.552,0.348,0.204,58.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
550.0,0.0,2.2,,,0.0,0.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
551.0,10.0,2.2,1.235,4.437,0.016,24.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
552.0,20.0,2.2,-0.095,-0.039,0.283,42.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
553.0,30.0,2.2,0.349,0.17,0.259,44.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
554.0,40.0,2.2,0.314,0.154,0.259,56.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
555.0,50.0,2.2,0.331,0.18,0.244,58.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
556.0,60.0,2.2,0.826,0.783,0.143,62.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
557.0,70.0,2.2,1.023,1.021,0.143,66.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
558.0,80.0,2.2,0.738,0.48,0.244,64.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
559.0,90.0,2.2,0.997,1.049,0.143,66.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
560.0,100.0,2.2,0.883,0.916,0.143,64.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
561.0,110.0,2.2,0.564,0.555,0.155,66.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
562.0,120.0,2.2,0.696,0.597,0.176,62.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
563.0,130.0,2.2,0.702,0.602,0.176,60.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
564.0,140.0,2.2,0.677,0.58,0.176,60.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
565.0,150.0,2.2,0.678,0.571,0.177,56.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
566.0,160.0,2.2,0.604,0.449,0.196,52.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
567.0,170.0,2.2,0.423,0.27,0.211,52.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
568.0,180.0,2.2,0.643,0.514,0.179,58.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
569.0,190.0,2.2,0.866,0.772,0.158,56.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
570.0,200.0,2.2,0.979,0.873,0.158,52.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
571.0,210.0,2.2,0.934,0.818,0.159,50.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
572.0,220.0,2.2,0.883,0.678,0.18,48.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
573.0,230.0,2.2,0.691,0.458,0.203,46.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
574.0,240.0,2.2,0.321,0.181,0.216,42.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
575.0,0.0,2.3,,,0.0,0.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
576.0,10.0,2.3,0.337,0.375,0.016,8.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
577.0,20.0,2.3,-0.245,-0.11,0.245,28.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
578.0,30.0,2.3,-0.018,-0.008,0.259,34.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
579.0,40.0,2.3,0.115,0.05,0.259,46.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
580.0,50.0,2.3,0.063,0.027,0.258,52.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
581.0,60.0,2.3,0.536,0.455,0.143,54.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
582.0,70.0,2.3,0.652,0.601,0.143,56.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
583.0,80.0,2.3,0.871,0.839,0.143,56.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
584.0,90.0,2.3,1.053,1.091,0.143,56.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
585.0,100.0,2.3,0.916,0.937,0.143,58.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
586.0,110.0,2.3,0.685,0.72,0.143,54.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
587.0,120.0,2.3,0.742,0.769,0.143,52.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
588.0,130.0,2.3,0.73,0.619,0.176,54.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
589.0,140.0,2.3,0.706,0.602,0.176,58.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
590.0,150.0,2.3,0.678,0.571,0.177,56.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
591.0,160.0,2.3,0.425,0.275,0.211,50.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
592.0,170.0,2.3,0.427,0.275,0.211,50.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
593.0,180.0,2.3,0.513,0.327,0.211,50.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
594.0,190.0,2.3,0.589,0.436,0.179,48.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
595.0,200.0,2.3,0.613,0.415,0.193,42.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
596.0,210.0,2.3,0.789,0.565,0.193,44.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
597.0,220.0,2.3,0.736,0.513,0.193,42.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
598.0,230.0,2.3,0.658,0.451,0.193,42.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
599.0,240.0,2.3,0.303,0.195,0.159,36.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
600.0,0.0,2.4,,,0.0,0.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
601.0,10.0,2.4,0.12,0.125,0.016,6.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
602.0,20.0,2.4,-0.017,-0.014,0.144,22.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
603.0,30.0,2.4,-0.247,-0.104,0.259,26.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
604.0,40.0,2.4,-0.006,-0.004,0.259,34.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
605.0,50.0,2.4,0.28,0.182,0.159,38.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
606.0,60.0,2.4,0.4,0.266,0.158,48.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
607.0,70.0,2.4,0.272,0.177,0.158,48.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
608.0,80.0,2.4,0.575,0.51,0.143,52.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
609.0,90.0,2.4,0.679,0.608,0.143,50.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
610.0,100.0,2.4,0.711,0.657,0.143,48.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
611.0,110.0,2.4,0.847,0.86,0.143,50.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
612.0,120.0,2.4,0.912,0.916,0.143,48.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
613.0,130.0,2.4,0.721,0.677,0.158,48.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
614.0,140.0,2.4,0.669,0.518,0.191,50.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
615.0,150.0,2.4,0.412,0.223,0.251,46.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
616.0,160.0,2.4,0.506,0.322,0.211,48.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
617.0,170.0,2.4,0.517,0.308,0.224,46.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
618.0,180.0,2.4,0.489,0.29,0.224,46.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
619.0,190.0,2.4,0.564,0.383,0.193,44.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
620.0,200.0,2.4,0.613,0.415,0.193,40.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
621.0,210.0,2.4,0.443,0.29,0.193,36.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
622.0,220.0,2.4,0.446,0.29,0.193,36.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
623.0,230.0,2.4,1.112,2.038,0.052,36.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
624.0,240.0,2.4,0.856,1.212,0.052,32.0,momentum,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,0.0,0.0,,,0.0,0.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,10.0,0.0,-0.093,-0.04,1.489,1033.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,20.0,0.0,0.061,0.023,1.628,965.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,30.0,0.0,0.049,0.02,1.535,957.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,40.0,0.0,-0.164,-0.057,1.811,923.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,50.0,0.0,-0.238,-0.086,1.716,913.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,60.0,0.0,-0.243,-0.083,1.817,905.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,70.0,0.0,0.24,0.106,1.392,867.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,80.0,0.0,0.231,0.102,1.373,841.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,90.0,0.0,0.167,0.089,1.131,831.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,100.0,0.0,0.415,0.313,0.796,809.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,110.0,0.0,0.242,0.146,0.993,787.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,120.0,0.0,-0.145,-0.064,1.339,769.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,130.0,0.0,-0.209,-0.093,1.319,765.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,140.0,0.0,-0.1,-0.04,1.452,741.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,150.0,0.0,0.087,0.038,1.315,729.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,160.0,0.0,-0.024,-0.011,1.274,715.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,170.0,0.0,-0.065,-0.03,1.249,703.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,180.0,0.0,-0.111,-0.059,1.07,673.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,190.0,0.0,-0.153,-0.084,1.027,653.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,200.0,0.0,-0.293,-0.125,1.308,637.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,210.0,0.0,-0.131,-0.056,1.297,625.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,220.0,0.0,0.133,0.065,1.101,617.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,230.0,0.0,0.278,0.158,0.952,613.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,240.0,0.0,0.522,0.344,0.806,605.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,0.0,0.1,,,0.0,0.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,10.0,0.1,-0.145,-0.057,1.548,1018.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,20.0,0.1,-0.087,-0.029,1.81,969.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,30.0,0.1,-0.05,-0.018,1.624,955.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,40.0,0.1,-0.233,-0.082,1.728,913.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,50.0,0.1,-0.202,-0.076,1.584,889.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,60.0,0.1,-0.352,-0.126,1.664,883.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,70.0,0.1,-0.172,-0.068,1.492,871.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,80.0,0.1,-0.057,-0.026,1.293,845.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,90.0,0.1,0.279,0.156,1.026,833.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,100.0,0.1,0.285,0.168,0.991,805.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,110.0,0.1,0.189,0.136,0.806,779.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,120.0,0.1,-0.012,-0.007,1.05,765.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,130.0,0.1,-0.022,-0.01,1.158,755.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,140.0,0.1,-0.031,-0.014,1.313,739.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,150.0,0.1,-0.27,-0.115,1.332,727.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,160.0,0.1,-0.242,-0.106,1.268,705.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,170.0,0.1,-0.32,-0.127,1.389,687.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,180.0,0.1,-0.272,-0.113,1.314,671.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,190.0,0.1,-0.014,-0.007,1.176,657.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,200.0,0.1,0.107,0.05,1.13,643.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,210.0,0.1,0.056,0.027,1.116,627.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,220.0,0.1,0.045,0.021,1.121,621.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
,230.0,0.1,0.133,0.073,0.955,616.0,reversion,long short,24h,z_score,/v1/metrics/addresses/sending_to_exchanges_count
